gender,age_group,occupation,Intl_students,degree,fvt_social_media_platform,usage_reason,usage_time,device,interaction,preferred_content,watched_livestream,watched_livestream_frequency,avg_watch_time_livestream,emotional_fullfillment,svp_discovery_method,content_personalization,purchased_product,purchase_frequency,follow_influencers,influencer_inspired_travel ,influencer_inspired_travel _frequency,influencer_travel_trust_score
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
Male,35-44,Unemployed,,,TikTok,Learning and Education,Afternoon (12 pm - 5 pm),Tablet,Share," Movies, TV Shows",Yes,Once a day,30 minutes to 1 hour,Yes,By searching for specific content,5,No,,No,No,,Very likely
